0,-0.941614618463404,-0.204521457646482,0.264445099331762
0,-0.93984912420299,-0.204272305000752,0.265092704982305
0,-0.944139113676819,-0.205566109548007,0.263072104322425
0,-0.943955386214939,-0.204529015545478,0.263791025050373
0,-0.941098821300612,-0.205083612767228,0.263976585269508
0,-0.942965905915155,-0.205635415412858,0.263882185101039
0,-0.942985622893657,-0.204678135213006,0.264231242922631
0,-0.940500489951766,-0.203711261314399,0.264158913041472
0,-0.942048132516506,-0.204939627759022,0.26414821630636
0,-0.942695531523461,-0.205308456281025,0.263368349660079
,,,
,,,
,-0.942185274665931,-0.204824539648826,0.264016642598796
